speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Jim Brown,Brown,Jim,,"Associate Professor of English, Director of Digital Studies Center",Rutgers University-Camden,,,"James J. Brown, Jr. is Director of the Digital Studies Center (DiSC) at Rutgers University-Camden where he is also Associate Professor of English. He conducts research in the areas of digital rhetoric, electronic literature, and software studies, and his work has been published in journals such as P<em>hilosophy &amp; Rhetoric, Computers and Composition, and College Composition and Communication</em>. His book <em>Ethical Programs: Hospitality and the Rhetorics of Software</em> examines the ethical and rhetorical possibilities of a number of networked software platforms, and he is currently at work on a project called Hateware that addresses how digital infrastructures enable and sometimes even encourage online abuse and harassment.",,jamesjbrownjr
Jim Casey,Casey,Jim,,"PhD Candidate, Department of English",University of Delaware,,,"Jim Casey is a PhD candidate in English at the University of Delaware with research interests in antebellum American print culture and the digital humanities. His dissertation charts the development of editorship and editorial practice in antebellum newspapers. He has served as the co-coordinator of the <a href=""coloredconventions.org"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www.google.com/url?hl=en&amp;q=coloredconventions.org&amp;source=gmail&amp;ust=1470346858400000&amp;usg=AFQjCNF1zE1gvSJCUILMed1G8Oc1KEFxqg"">Colored Conventions Project</a>. Read more about Jim on his website <a href=""jim-casey.com/"" target=""_blank"" rel=""noopener noreferrer"" data-saferedirecturl=""https://www.google.com/url?hl=en&amp;q=jim-casey.com/&amp;source=gmail&amp;ust=1470346858400000&amp;usg=AFQjCNHH53E1tNG4wNSpGIgP3Bmb3uB3dQ"">here</a>.",english.udel.edu/people/Pages/bio.aspx?i=68,jimccasey1
Jim Kuhn,Kuhn,Jim,,,,,,,,
Jimmy Lin,Lin,Jimmy,,"Assistant Professor, College of Information Studies",University of Maryland,,,"Jimmy Lin is an Assistant Professor in the College of Information Studies (CLIS) at the University of Maryland, and is also a member of the Computational Linguistics and Information Processing (CLIP) laboratory in UMD’s Institute for Advanced Computer Studies (UMIACS). He graduated with a Ph.D. in computer science from MIT in 2004. Jimmy’s research lies at the intersection between information retrieval, natural language processing, and information science. In addition, he has also worked on theoretical linguistics at the syntax-semantic interface.",umiacs.umd.edu/people/jimmylin,lintool
Jina Valentine,Valentine,Jina,,Co-founder,Black Lunch Table,Associate Professor of Printmedia,School of the Art Institute of Chicago,"Based in Chicago, Jina Valentine is a visual artist and Associate Professor of Printmedia at the School of the Art Institute of Chicago (previously UNC Chapel Hill). Her independent practice is informed by the intuitive strategies of folk artists and traditional craft techniques, and interweaves histories latent within found texts, objects, narratives, and spaces. Jina’s work involves language translation, sourcing and mining content from material and digital archives, and experimental strategies for humanizing data-visualization. Her work with the archive is also informed by her work with Wikipedia--considering its organizational structure, collective content creation, and how metadata contributes to informational hierarchies (what’s visible, what’s accessible). Jina received her BFA from Carnegie Mellon University and her MFA from Stanford University.",,fishantena
Joanna Swafford,Swafford,Joanna,,Assistant Professor of English and Digital Humanities,SUNY New Paltz,,,"Joanna Swafford is the Assistant Professor for Interdisciplinary and Digital Teaching and Scholarship at SUNY New Paltz, specializing in Digital Humanities, Victorian Literature and Culture, Sound, and Gender Studies. Her articles have appeared or are forthcoming in <em>Debates in Digital Humanities</em>, <em>Journal of Interactive Technology and Pedagogy</em>, <em>Digital Sound Studies: A Provocation</em>, <em>Victorian Poetry</em>, and <em>Victorian Review</em>, and her book project, <em>Transgressive Tunes: The Politics of Sound in Victorian Poetry</em>, examines the gendered intermediations of music and poetry. She is the project director for <a href=""www.songsofthevictorians.com/"">Songs of the Victorians</a>, <a href=""www.augmentednotes.com/"">Augmented Notes</a>, and Sounding Poetry, and is the co-founder and coordinator of DASH (Digital Arts, Sciences, and Humanities) Lab at SUNY New Paltz. She is also Head of Pedagogical Initiatives for NINES.org (Networked Infrastructure for Nineteenth-Century Electronic Scholarship).",newpaltz.academia.edu/JoannaSwafford,annieswafford
Joe Gilbert,Gilbert,Joe,,Consultant,Scholars’ Lab at University of Virginia Library,,,,,joegilbert
John Murray,Murray,John,,,,,,,,
John Tolva,Tolva,John,,Senior Program Manager,IBM,,,"Tolva is the Senior Program Manager at IBM at their Chicago Innovation Center, where he leads up various initiatives including one which advises cities how to incorporate data analytics into planning and operations. In 2006 he was honored as one of ’40 Under 40’ in the business community by Crain’s Chicago Business. Tolva received an MS in Information Design and Technology from Georgia Tech in 1998.",ascentstage.com,johntolva
Jonathan Auerbach,Auerbach,Jonathan,,Professor of English,University of Maryland,,,"In addition to publishing a variety of articles on nineteenth and twentieth American literature and film, and editing a number of volumes, Jonathan Auerbach is the author of five books: <em>Weapons of Democracy: Propaganda, Progressivism, and American Public Opinion</em> (Johns Hopkins University Press, forthcoming 2015);<em>Dark Borders: Film Noir and American Citizenship</em> (Duke UP, 2011); <em>Body Shots: Early Cinema’s Incarnations</em>(California, 2007); <em>Male Call: Becoming Jack London</em> (Duke UP, 1996); and <em>The Romance of Failure: First-Person Fictions of Poe, Hawthorne, and James</em> (Oxford UP, 1989)._x000D__x000D_
_x000D__x000D_
&nbsp;",english.umd.edu/profiles/jauerbach,
Jordan Boyd-Graber,Boyd-Graber,Jordan,,Assistant Professor,University of Maryland iSchool and University of Maryland Institute for Advanced Computer Studies,,,"<strong>Jordan Boyd-Graber</strong> is an assistant professor in Maryland’s iSchool and UMIACS, and a member of the Cloud Computing Center and the Computational Linguistics and Information Processing (CLIP) Lab. His research applies statistical models to natural language problems in ways that interact with humans, learn from humans, or help researchers understand humans. Jordan is an expert in the application of topic models, completely automatic tools that can discover structure and meaning in large, multilingual datasets. He is a contributor to the Natural Language Toolkit (NLTK), a popular tool used in natural language education research. Jordan received his PhD from Princeton University in 2010, advised by Dave Blei, and has bachelors degrees in history and computer science from the California Institute of Technology. He received a best student paper honorable mention at NIPS 2009 and a Computing Innovation Fellowship (declined). His current work is supported by NSF, IARPA, and ARL.",,boydgraber
Joseph JaJa,JaJa,Joseph,,,UMIACS,,,,,
Josh Shepperd,Shepperd,Josh,,Assistant Professor,Catholic University,,,"Josh Shepperd is Assistant Professor of Media and Communication at Catholic University in Washington D.C. Josh serves as National Director of the Library of Congress’s Radio Preservation Task Force, a digital humanities consortium of 150 professors and 400 archives, and is Convener of the Public Media Research Project, a collaboration with NPR. In 2017 Josh assumes the role of Sound History Fellow with the LC’s National Recording Preservation Board. His organizing work has been featured by NPR Marketplace, The Atlantic Monthly, Poynter, C-Span, and CBS Radio._x000D__x000D_
_x000D__x000D_
Josh's book looks at the institutional origins of civic media in work conducted by the media reform movement, Office of Education, FCC, and commercial broadcasters during the New Deal. His research been supported by the Mellon Foundation, Rockefeller Archive, CLIR, and the Library of Congress.",mediastudies.cua.edu/faculty/profile-shepperd.cfm,joshshepperd
Joyce Ray,Ray,Joyce,,,IMLS,,,,,
Julia Flanders,Flanders,Julia,,Director of the Women Writers Project and Editor-in-chief of Digital Humanities Quarterly,Brown University Library,,,"<strong>Julia Flanders</strong> is the Director of the Women Writers Project,  part of the Center for Digital Scholarship in the Brown University Library. She is also editor-in-chief of Digital Humanities Quarterly, an online, peer-reviewed, open-access journal of digital humanities, and has served in a variety of positions within the Text Encoding Initiative, the Association for Computers and the Humanities, centerNet, and the Alliance of Digital Humanities Organizations. Her research focuses on text encoding, digital methods of scholarly communication, and the politics of labor in the digital academy.",,julia_flanders
Julie Meloni,Meloni,Julie,,Chief Architect of the Online Library Environent,University of Virginia,,,,,
Jurretta Jordan Heckscher,Jordan Heckscher,Jurretta,,,Library of Congress,,,,,
Kaiama Glover,Glover,Kaiama,,Associate Professor of French and Africana Studies, Barnard College,Editor,sx archipelagos,"<div class=""gmail_default"">_x000D__x000D_
_x000D__x000D_
<span style=""color: #444444"">Kaiama L. Glover is Associate Professor of French and Africana Studies at Barnard College, Columbia University. Having received a B.A. in French History and Literature and Afro-American Studies from Harvard University and a Ph.D. in French and Romance Philology from Columbia University, Professor Glover joined the Barnard College faculty in 2002. Her teaching and research interests include francophone literature, particularly that of Haiti and the French Antilles; colonialism and postcolonialism; and sub-Saharan francophone African cinema. She advises students in French, Africana Studies, Comparative Literature, and Human Rights. Her book, <i>Haiti Unbound: A Spiralist Challenge to the Postcolonial Canon</i> (Liverpool UP 2010), addresses the general issue of canon formation in the francophone Caribbean and the particular fate of the Haitian Spiralist authors vis-à-vis this canon. She has published articles in <i>Public Culture</i>, <i>The French Review</i>, <i>French Forum</i>,<i> Small Axe</i>, <i>Research in African Literatures</i>, <i>The Journal of Postcolonial Writings</i>, and <i>The Journal of Haitian Studies</i>, among others. </span>_x000D__x000D_
<div><span style=""color: #444444"">She is the co-editor of ""New Narratives of Haiti,"" a special issue of <i>Transition</i> magazine; co-editor of ""Translating the Caribbean,"" a volume of critical essays on translation in the Americas published as a two-part special section of <i>Small Axe</i>; first editor of <i>Revisiting Marie Vieux Chauvet: Paradoxes of the Postcolonial Feminine</i>, a volume of critical essays published as a special issue of <i>Yale French Studies</i>; and co-editor of the forthcoming Duke University Press <i>Haiti Reader</i>. She has translated Frankétienne’s <i>Mûr à crever</i> (Ready to Burst), René Depestre's <i>Hadriana dans tous mes rêves</i> (Hadriana in All My Dreams), and Chauvet’s <i>Danse sur le volcan</i> (Dance on the Volcano). She has been on the editorial board of the <i>Romanic Review </i>since 2002, on the editorial board of <i>Small Axe</i> since 2012, and since 2016 is the founding co-Editor of <a href=""smallaxe.net/sxarchipelagos/"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?hl=en&amp;q=smallaxe.net/sxarchipelagos/&amp;source=gmail&amp;ust=1513441775550000&amp;usg=AFQjCNHQcOho-4RgAD8kzRNURaOZMn-21Q"">sx archipelagos : a small axe platform for digital practice</a> and co-Director of the digital humanities project <i>In the Same Boats: Toward an Afro-Atlantic Intellectual Cartography</i>. She is currently completing a monograph concerning individualism, self-regard, and representations of womanhood in Caribbean prose fiction. Professor Glover has been the recipient of fellowships and awards from the Fulbright Foundation, the Mellon Foundation, The New York Public Library, the PEN/Heim Foundation, the National Endowment for the Arts, and the National Endowment for the Humanities, and she is a regular contributor to <i>The New York Times Book Review</i>. She has recently completed a monograph titled ""Disorderly Women: On Caribbean Community and the Ethics of Self-Regard.""</span></div>_x000D__x000D_
</div>",barnard.edu/profiles/kaiama-l-glover,inthewhirld
Kari Kraus,Kraus,Kari,,Associate Professor,"iSchool, English Department",,,"Kari Kraus is an associate professor in the College of Information Studies and the Department of English. Her research and teaching interests focus on new media and the digital humanities; textual scholarship, print culture, and the history of the book; digital preservation; game studies; transmedia storytelling; and speculative design.",karikraus.com,karikraus
Kate Murray,Murray,Kate,,Audiovisual Archivist,University of Maryland Libraries,,,"Kate Murray is the Audiovisual Archivist at University of Maryland College Park Libraries. Before making the switch to audio and visual materials, Kate was the Collections Conservator for NYU Libraries. She is the immediate-past co-chair of the Association of Moving Image Archivists (AMIA) Preservation Committee and is a member of SMPTE, ARSC and AES. Kate received her undergraduate degree in Medieval Literature from Columbia University and her MLS from the University of Cape Town.",blogs.loc.gov/digitalpreservation/author/kmur,fileformatology
Kathleen Fitzpatrick,Fitzpatrick,Kathleen,,Media Studies,Pomona College,,,,,
Katie King,King,Katie,,,,,,,,
Katie Shilton,Shilton,Katie,,"Assistant Professor, College of Information Studies",University of Maryland,,,"<strong>Katie Shilton</strong>'s research focuses on ethics and policy for the design of information technologies, systems, and collections in the College of Information Studies at the University of Maryland. She received a B.A. from Oberlin College in 2003, a Master of Library and Information Science from UCLA in 2007, and a Ph.D. in Information Studies from UCLA in 2011. She teaches courses in information policy, information and technology ethics, and archival studies.",,
Kelsey Corlett-Rivera,Corlett-Rivera,Kelsey,,Head of the Research Commons,University of Maryland Libraries,,,"Kelsey Corlett-Rivera is the head of the Research Commons and Librarian for the School of Languages, Literatures, and Cultures at the University of Maryland, where she is also Affiliate Associate Professor at the Maryland Institute for Technology in the Humanities. As Head, she is responsible for the majority of the University Libraries' initiatives targeting faculty members, graduate students, and researchers on campus. This includes campus partnership building, program development, and space planning, along with coordination among internal Library divisions providing services to this population. She is designer and editor of A Colony in Crisis, a digital history site featuring translated and curated French pamphlets from Saint Domingue. Kelsey has published in portal: Libraries and the Academy, sx archipelagos, and presented at ACRL, caribbean digital, and AADHum's African American History, Culture, and Digital Humanities Conference. Most recently, she published a book chapter entitled “Virtual Peer-Mentoring Programs” in the well-received book The Globalized Library: American Academic Libraries and International Students, Collections, and Practices.",,kcorlett_rivera
Kenton Rambsy,Rambsy,Kenton,,Assistant Professor of English,"University of Texas, Arlington",,,"Kenton Rambsy received his PhD (May 2015) and Masters in English (May 2012) from the University of Kansas. He is a 2010 Magna Cum-Laude, Phi Beta Kappa graduate of Morehouse College. He finished Morehouse as the top ranking scholar in the English department and received the distinction of being named the 2010 William Pickens Scholar. In 2008, he received a UNCF/Mellon-Mays Fellowship, and in 2009, he received Schomburg-Mellon Humanities Fellowship. Having served as a research assistant at both Vanderbilt University's Bishop Joseph Johnson Black Cultural Center in Nashville, Tennessee and Auburn Avenue Research Library on African American Culture and History in Atlanta, Georgia. From 2012- 2014, Kenton served as the Program Academic Committee chair for the Association for the Study of Life and African American History (ASALH). Kenton specializes in African American short stories, social geographies, and digital humanities) text-mining, topic modeling, and mapping softwares).",uta.edu/profiles/kenton%20-rambsy,krambsy
Kevin Bertram,Bertram,Kevin,,,Distributive Networks,,,,,
Kevin Hamilton,Hamilton,Kevin,,"Professor of New Media, College of Fine and Applied Arts","University of Illinois, Urbana-Champaign​",,,"Kevin Hamilton is a Professor at the University of Illinois, Urbana-Champaign, where he holds appointments in the School of Art and Design and the program in Media and Cinema Studies, and serves as Senior Associate Dean in the College of Fine and Applied Arts. With a background in the arts, he has both exhibited and published scholarship on such topics as film’s role in nuclear deterrence, bias in algorithmic systems, and histories of cybernetics. Kevin's administrative work lies largely in the realms of conflict transformation and infrastructure for interdisciplinary collaboration.",art.illinois.edu/index.php/people/48-kevin-hamilton,complexfields
Kim Gallon,Gallon,Kim,,Assistant Professor of History,Purdue University,,,"Dr. Kim Gallon is an assistant professor of history at Purdue University. She is also the founder and director of the <a href=""blackpressresearchcollective.org"" target=""_blank"">Black Press Research Collective</a> and an ongoing visiting scholar at the Center for Africana Studies at Johns Hopkins University. Her research focuses on gender and sexuality in the early twentieth century black press. She is also the recipient of several major digital humanities grants to develop digital projects on the black press and create deeper connections between Africana/Black Studies and the digital humanities.",blackpressresearchcollective.org,BlackDigitalHum
Kimberlee Staking,Staking,Kimberlee,,,,,,,,
Kimberly Bain,Bain,Kimberly,,Ph.D. Candidate,Princeton University,,,"Kimberly Bain is a Ph.D. Candidate in English and Interdisciplinary Humanistic Study at Princeton University. Kimberly’s most pressing intellectual interests include the history, theory, and philosophy of: diaspora, race, gender, postcolonialism, enslavement, flesh, environmental racism, resistance, embodiment, and subjection and subjecthood. Her dissertation, entitled “On Black Breath: A Theory and Praxis”, takes seriously the charge of “I can’t breathe” and considers breath as more than the mere metaphor—rather, as also a somatic and sociopolitical phenomenon that has resonances in the wake of enslavement to the contemporary moment._x000D__x000D_
_x000D__x000D_
Kimberly is affiliated with the American Studies Program, Department of African-American Studies, and the Center for Digital Humanities. More information about her current work can be found at kimbain.com.",,kgbain
Kimberly Christen-Withey,Christen-Withey,Kimberly,,Associate Professor of English,Washington State University,,,"Kimberly Christen-Withey is an Associate Professor and Associate Director of the Digital Technology and Culture program in the Department of English and Director of Digital Projects at the Plateau Center for American Indian Studies at Washington State University. Her work explores the intersections of cultural heritage, traditional knowledge, intellectual property rights, the ethics of openness, and the use of digital technologies in and by indigenous communities globally. She has worked in Tennant Creek, Northern Territory, Australia over the last decade with Warumungu community members on a range of projects including a book, an interactive website, and a community archive. Her collaborations with the Warumungu focused on alliance-making in cross-cultural projects. Her book, <i>Aboriginal Business: Alliances in a Remote Australian Town</i> was published in 2009 by the School of Advanced Research as part of their Global Indigenous Politics Series. Currently she is working on several digital humanities projects that explore the ethical and practical issues of openness and access in relation to indigenous cultural protocols and digital archives. She is the Director of both the <a href=""plateauportal.wsulibs.wsu.edu/"" target=""_blank"">Plateau Peoples' Web Portal</a>, a collaboratively curated website of Plateau cultural materials and <a href=""www.mukurtu.org"" target=""_blank"">Mukurtu CMS</a>: an open source indigenous content management system built around the particular needs of indigenous peoples globally. She is also the co-Director of <a href=""www.localcontexts.org"" target=""_blank"">Local Contexts</a>, an educational platform for innovative traditional knowledge licensing systems.",,
Kishonna L Gray,L Gray,Kishonna,,"Martin Luther King Jr. Scholar and Visiting Professor of Comparative Media Studies and Women &amp; Gender Studies, Massachusetts Institute of Technology","Fellow, Berkman-Klein Center for Internet &amp; Society, Harvard University",Fellow,Berkman Klein Center for Internet & Society at Harvard University,"Dr. Gray is visiting MIT as a MLK Scholar and Assistant Professor for the 2016-17 academic year. Additionally, she is a fellow at the Berkman-Klein Center for Internet &amp; Society at Harvard University, and a Faculty Visitor at the Social Media Collective at Microsoft Research (Cambridge)._x000D__x000D_
_x000D__x000D_
Her work broadly intersects identity and digital media with a particular focus on video games and gaming culture. By examining game context and culture, her most recent book, <em>Race, Gender, &amp; Deviance in Xbox Live,</em> examines the reality of women and people of color in one of the largest gaming communities._x000D__x000D_
_x000D__x000D_
Gray has published in a variety of outlets, both academic and public. Her work has been featured in the <em>Journal of Comparative Research in Anthropology and Sociology</em>, <em>ADA: A Journal of New Media and Technology</em>, the <em>Bulletin of Science, Technology, &amp; Society</em>, the <em>New Review of Hypermedia and Multimedia</em>, and others.",kishonnagray.com,KishonnaGray
Kristin Carlson,Carlson,Kristin,,"Assistant Professor, Creative Technologies Program",Illinois State University,,,"Kristin is an Assistant Professor in the Creative Technologies Program at Illinois State University, exploring the role that computation plays in embodied creative processes. She has a history of working in choreography, computational creativity, media performance, interactive art and design tools. Kristin is a researcher with the movingstories: Tools for Digital Movement, Meaning and Interaction research partnership exploring the cognition of movement experience and designing movement applications for creativity support tools. She holds a BFA in Dance from the University of Illinois at Urbana, Champaign, an MSc and PhD from Simon Fraser University in Interactive Arts and Technology, studying with Dr. Thecla Schiphorst and Dr. Philippe Pasquier. Kristin holds an AmSat certification in Alexander Technique and is finishing a certification in Laban Movement Analysis.",,kineticatat
Kyle Bickoff,Bickoff,Kyle,,PhD Candidate in English,University of Maryland,Winnemore Fellow,MITH,"Kyle Bickoff is a PhD Candidate in English and the 2019 Winnemore Dissertation Fellow at MITH. His research sits at the intersection of critical information studies, the history of technology, and media studies. His dissertation follows the 20th century's tendency toward containerization, focusing on historical storage practices at libraries, museums, and archives to track how storage containers organize information and shape our knowledge systems.",,KyleBickoff
Laurie Allen,Allen,Laurie,,Assistant Director for Digital Scholarship,University of Pennsylvania Libraries,Research Director,Monument Lab​,"<div class=""gmail_default"">_x000D__x000D_
_x000D__x000D_
Laurie Allen is the Director for Digital Scholarship at the University of Pennsylvania Libraries. She and her colleagues collaborate on new forms of scholarship to support campus-wide open access publishing, data curation &amp; management, digital humanities, and mapping and geospatial data efforts. A native Philadelphia, she also serves as Research Director for Monument Lab, a public art and civic research project in Philadelphia. In late 2016, Allen and colleagues in the Penn Libraries helped start Data Refuge by teaming up with the Penn Program in Environmental Humanities in an effort to help protect copies of federal environmental and climate data.  Before joining the Penn Libraries, Laurie was the Coordinator for Digital Scholarship and Research at Haverford College. She holds a Bachelor's degree in Philosophy from Bard College, and a Master's of Library and Information Science from Simmons College._x000D__x000D_
_x000D__x000D_
</div>",laurieallen.org,librlaurie
Leigh Wilson Smiley,Wilson Smiley,Leigh,,Associate Professor and Head of MFA in Performance,"University of Maryland School of Theatre, Dance, and Performance",,,,,
Leonardo Flores,Flores,Leonardo,,Professor and Chair of English,Appalachian State University,President,Electronic Literature Organization,"Professor Leonardo Flores is Chair of the English Department at Appalachian State University. He taught at the English Department at University of Puerto Rico: Mayagüez Campus from 1994 to 2019. He is President of the Electronic Literature Organization. He was the 2012-2013 Fulbright Scholar in Digital Culture at the University of Bergen in Norway. His research areas are electronic literature and its preservation via criticism, documentation, and digital archives. He is the creator of a scholarly blogging project titled I ♥ E-Poetry, co-editor of the Electronic Literature Collection, Volume 3, and has a Spanish language e-lit column in 80 Grados. He is currently co-editing the first Anthology of Latin American Electronic Literature. For more information on his current work, visit leonardoflores.net.",,leo_elo_ole
libi rose striegl,rose striegl,libi,,Artist and PhD Candidate,"University of Colorado, Boulder",,,"<p class=""p1"">Libi rose striegl is a PhD Candidate in the Intermedia Arts, Writing and Performance program at the University of Colorado at Boulder. She is interested in human - tech relationships and the balance between need and want, and her dissertation project is centered around the concept of convenience in technology as it relates to everything from environmental issues to digital security and privacy to obsolescence. In addition to her research she currently serves the Media Discovery and Learning Coordinator at the Media Archaeology Lab and the graduate artist in residence at the Blow Things Up Lab.</p>",,
Linda Frueh,Frueh,Linda,,Regional Director ,Internet Archive,,,"Ms. Frueh is a Director at the Internet Archive, one of the world’s largest online digital libraries. At the Archive she manages the development of large partnerships and collaborative projects, coordinates activities of the Open Content Alliance, and manages grant writing for large projects. Ms. Frueh joined the Archive after a sixteen-year career with technology companies in Silicon Valley. Her previous positions included Vice President for Corporate Business Development at Lexar Media, Inc., Vice President for Strategic Planning at Network General, Inc., and Corporate Planning Director at the Raychem Corporation. In these roles she led strategic planning activity, investments, mergers and acquisitions. She started her career on Wall Street with the First Boston Corporation. She holds an MBA from the Stanford Graduate School of Business (1987) and a BS in physics from MIT.",atelierfrueh.com,
Lisa Gitelman,Gitelman,Lisa,,,Catholic University,,,,,
Lisa M. Snyder,Snyder,Lisa M.,,The Urban Simulation Team and Institute for Digital Research and Education,University of California at Los Angeles ,,,"<strong>Dr. Lisa M. Snyder</strong> is a senior member of the Urban Simulation Team at UCLA, an associate director of the Experiential Technologies Center, and on staff with the Institute for Digital Research and Education, a division of UCLA’s Office of Information Technology. Her research is focused on the educational use of large-scale interactive computer reconstructions of historic urban environments._x000D__x000D_
_x000D__x000D_
Snyder is currently working on a real-time reconstruction of the World’s Columbian Exposition held in Chicago in 1893. This work is regularly showcased at the Museum of Science and Industry in Chicago and appears in the documentary <em>Make No Little Plans: Daniel Burnham and the American City</em>. She is also a principal investigator on an NEH-funded project team that is developing a new interface to facilitate classroom use of interactive computer reconstructions. This run time software was designed to accommodate a range of student-centered activities and teacher-centered presentations within a framework that provides secondary scholars access to the historical evidence, methodologies, and interpretive choices that informed the creation of the virtual world._x000D__x000D_
_x000D__x000D_
Snyder was the primary modeler on the interactive computer reconstructions of the Temple Mount site that were developed jointly by the Urban Simulation Team and the Israel Antiquities for the Davidson Center in the Jerusalem Archaeological Park. The Herodian version of the model was installed in 2001. The reconstruction was based on excavations conducted under the direction of archaeologist Ronny Reich and regional archaeologist Gideon Avni, and it shows visitors how excavators believe the Temple Mount appeared prior to its destruction by Roman troops in the year 70 C.E. In 2007, an expanded version of the simulation model was unveiled that includes a reconstruction of the early Islamic structures on and around the Temple Mount based on excavations at the site conducted under the direction of Jerusalem district archaeologist Yuval Baruch. Beyond the Davidson Center, this work has been featured in installations at the Gulf Coast Exploreum Science Center, the Royal Ontario Museum, the Science Museum of Minnesota, the Frankfurter Bibelgesellschaft, and the Oriental Institute Museum at the University of Chicago.",,
Lisa Rhody,Rhody,Lisa,,Doctoral Candidate,University of Maryland Department of English,,,"<strong>Lisa Rhody</strong> is a doctoral candidate in the Department of English at the University of Maryland, College Park. Her project “Review, Revise, Requery: New Methods for Studying Ekphrasis” was supported by a MITH Winnemore Dissertation Fellowship in Spring 2012.  Find her on the web at <a href=""lisa.therhodys.net"" target=""_blank"">lisa.therhodys.net</a> or on Twitter <a href=""twitter.com/lmrhody"" target=""_blank"">@lmrhody</a>.",lisa.therhodys.net,lmrhody
Lorena Gauthereau,Gauthereau,Lorena,,"CLIR-Mellon Postdoctoral Fellow, Recovering the US Hispanic Literary Heritage",University of Houston,,,"Dr. Lorena Gauthereau is the CLIR-Mellon Postdoctoral Fellow at the University of Houston’s Recovering the US Hispanic Literary Heritage (Recovery) where she works on data curation and is helping to create the first digital humanities center focused on US Latinx studies. There, she leads and collaborates on digital humanities projects and programming. This includes: launching a digital archive for selected recovered collections, creating metadata for postcustodial Latinx collections, organizing a digital humanities reading group with workshops, and creating the “Are We Good Neighbors?” project, which maps incidents of discrimination against Mexican Americans in Texas during the 1940s, using affidavits from the Alonso S. Perales Collection. Previously, she worked as the Americas Studies Researcher at Rice University’s Humanities Research Center on the Our Americas Archive Partnership, a digital project funded by the Institute of Museum and Library Services._x000D__x000D_
_x000D__x000D_
Gauthereau is the 2015 recipient of the Western Literature Association’s Louis Owens Award and her dissertation was awarded the Chair’s Prize for Best Dissertation in the English Department. Gauthereau received her PhD from Rice University in English literature. Her research interests include Chicana/o literature, Chicana feminism, affect theory, class analysis, decolonial theory, and the digital humanities. Her current book project on working-class Mexican-American literature interrogates race and class in their intersection with affect, taking into account the greater history of colonialism in the Americas.",,LGauth19 
Lori Emerson,Emerson,Lori,,Assistant Professor of English,University of Colorado at Boulder,,,"Lori Emerson is Assistant Professor in the Department of English at the University of Colorado at Boulder. She writes on digital literature, experimental American and Canadian writing from the 20<sup>th</sup> and 21<sup>st</sup> century, history of computing, and media theory. You can find some of her published essays <a href=""loriemerson.net/curriculum-vitae/"">here</a>. In addition to directing the <a href=""mediaarchaeologylab.com/"">Media Archaeology Lab</a> she has two forthcoming book projects currently in press. The first is a monograph, <a href=""loriemerson.net/2012/09/07/reading-writing-interfaces-book-project-description/"">ReadingWriting Interfaces: From the Digital to the Bookbound</a> (forthcoming from University of Minnesota Press, Spring 2014). The second is <i><a href=""loriemerson.net/2011/08/10/johns-hopkins-guide-to-digital-humanities/"">The Johns Hopkins Guide to Digital Humanities</a></i>, co-edited with Marie-Laure Ryan and Benjamin Robertson (forthcoming 2014). Emerson is also co-editor, with Derek Beaulieu, of <i><a href=""www.wlupress.wlu.ca/Catalog/beaulieu-emerson.shtml"">Writing Surfaces: The Selected Fiction of John Riddell</a></i> (Wilfred Laurier University Press, 2013) and co-editor, with Darren Wershler, of <i><a href=""www.chbooks.com/catalogue/alphabet-game"">The Alphabet Game: a bpNichol Reader</a></i> (Coach House Books 2007).",,
