speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Jen Golbeck,Golbeck,Jen,,"Director, Human-Computer Interaction Lab; Assistant Professor, College of Information Studies; Affiliate Assistant Professor, Computer Science Department ",University of Maryland,,,"

",,jengolbeck
Jennifer Fleeger,Fleeger,Jennifer,,,,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Jennifer Fleeger} received her Ph.D. from the Department of Cinema and Comparative Literature at the University of Iowa in 2009. Her dissertation, ""Opera, Jazz, and Hollywood's Conversion to Sound,"" concentrates largely on sound shorts released between 1926 and1932 and analyzes competing film sound technologies with respect to the genres of music employed to catalogue cultural experience. She has published articles in Music, Sound and the Moving Image and an anthology on media marketing and her piece on Al Jolson and the Vitaphone is scheduled to appear this fall in The Quarterly Review of Film and Video.\par}

",ursinus.edu/live/profiles/139-jennifer-fleeger,jenniferfleeger
Jennifer Garcon,Garcon,Jennifer,,Bollinger Fellow in Public and Community Data Curation,University of Pennsylvania,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Jennifer Garcon is the CLIR Bollinger Fellow in Public and Community Data Curation at the University of Pennsylvania, where she facilitates archiving and preservation initiatives geared toward protecting and safeguarding vulnerable data, which includes formats endangered by technological obsolescence and historic data held in communities experiencing gentrification. She is also a research associate for the Library of Congress\u8217's Radio Preservation Taskforce, an initiative to develop comprehensive national preservation of sound recordings. Garcon was previously an archives assistant for the Radio Haiti Archives at Duke University, and the Assistant Curator of Permanent Exhibits at HistoryMiami Museum. Garcon received her Ph.D. in history from the University of Miami, where her research focused on radio politics and grassroots anti-government movement in the Cold War Caribbean\par}

",,jgarcon5
Jennifer Guiliano,Guiliano,Jennifer,,Associate Professor,IUPUI,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Dr. Jennifer Guiliano is a white academic living and working on the lands of the Myaamia/Miami, Pokagon Band of Potawatomi, Wea, and Shawnee peoples. She currently holds a position as Associate Professor in the Department of History and affiliated faculty in both Native American and Indigenous Studies and American Studies at IUPUI in Indianapolis, Indiana.\par}

",,jenguiliano
Jeremy Boggs,Boggs,Jeremy,,,"Center for History and New Media, George Mason University",,,"

",,
Jeremy Dibbell,Dibbell,Jeremy,,Librarian for Social Media and Rare Books,LibraryThing,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Jeremy Dibbell}\u160?is the Librarian for Social Media and Rare Books at LibraryThing. He received his B.A. from Union College and M.A./M.L.S. degrees in History and Library Science from Simmons College. In the summers, he can generally be found at the University of Virginia\u8217's Rare Book School, assisting with the school\u8217's weeklong courses. Along with the Libraries of Early America project, Jeremy\u8217's at work on a history of books and printing in Bermuda, writes regular columns for \u8220""Fine Books & Collections\u8221"" magazine, and blogs about books and reading\u8232?at PhiloBiblos (philobiblos.blogspot.com). He can be found on Twitter at @JBD1.\par}

",,JBD1
Jessica H. Lu,Lu,Jessica H.,,"Associate Director, Design Cultures &amp; Creativity (DCC)",University of Maryland Honors College,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Jessica H. Lu earned her Ph.D. in Communication and Graduate Certificate in Women's Studies from the University of Maryland, College Park, where she now serves as the Associate Director of Design Cultures & Creativity (DCC) in the Honors College._x000D__x000D_ _x000D__x000D_ Trained as a rhetorical critic, she is concerned with how we can practice greater care for past, present, and future humans\u8212-especially those whose lives are shaped by precarity and state-sanctioned violence\u8212-in the ways we use language to create, design, and destroy our worlds. She examines, in particular, the ideas and rhetorical practices that form, advance, and disrupt racist logics in public discourse in the United States. Her work is further positioned at the intersections of African American history, archives, and digital humanities, as she specializes in adapting the Text Encoding Initiative (TEI) standard of scholarly markup to critically model, analyze, and amplify Black people's practices of rhetorical invention and innovation.\par}

",,jluwrites
Jim Brown,Brown,Jim,,"Associate Professor of English, Director of Digital Studies Center",Rutgers University-Camden,,,"{\pard \ql \f0 \sa0 \li0 \fi0 James J. Brown, Jr. is Director of the Digital Studies Center (DiSC) at Rutgers University-Camden where he is also Associate Professor of English. He conducts research in the areas of digital rhetoric, electronic literature, and software studies, and his work has been published in journals such as P{\i hilosophy & Rhetoric, Computers and Composition, and College Composition and Communication}. His book {\i Ethical Programs: Hospitality and the Rhetorics of Software} examines the ethical and rhetorical possibilities of a number of networked software platforms, and he is currently at work on a project called Hateware that addresses how digital infrastructures enable and sometimes even encourage online abuse and harassment.\par}

",,jamesjbrownjr
Jim Casey,Casey,Jim,,"PhD Candidate, Department of English",University of Delaware,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Jim Casey is a PhD candidate in English at the University of Delaware with research interests in antebellum American print culture and the digital humanities. His dissertation charts the development of editorship and editorial practice in antebellum newspapers. He has served as the co-coordinator of the {\field{\*\fldinst{HYPERLINK ""coloredconventions.org""}}{\fldrslt{\ul
Colored Conventions Project
}}}
. Read more about Jim on his website {\field{\*\fldinst{HYPERLINK ""jim-casey.com/""}}{\fldrslt{\ul
here
}}}
.\par}

",english.udel.edu/people/Pages/bio.aspx?i=68,jimccasey1
Jim Kuhn,Kuhn,Jim,,,,,,"

",,
Jimmy Lin,Lin,Jimmy,,"Assistant Professor, College of Information Studies",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Jimmy Lin is an Assistant Professor in the College of Information Studies (CLIS) at the University of Maryland, and is also a member of the Computational Linguistics and Information Processing (CLIP) laboratory in UMD\u8217's Institute for Advanced Computer Studies (UMIACS). He graduated with a Ph.D. in computer science from MIT in 2004. Jimmy\u8217's research lies at the intersection between information retrieval, natural language processing, and information science. In addition, he has also worked on theoretical linguistics at the syntax-semantic interface.\par}

",umiacs.umd.edu/people/jimmylin,lintool
Jina Valentine,Valentine,Jina,,Co-founder,Black Lunch Table,Associate Professor of Printmedia,School of the Art Institute of Chicago,"{\pard \ql \f0 \sa0 \li0 \fi0 Based in Chicago, Jina Valentine is a visual artist and Associate Professor of Printmedia at the School of the Art Institute of Chicago (previously UNC Chapel Hill). Her independent practice is informed by the intuitive strategies of folk artists and traditional craft techniques, and interweaves histories latent within found texts, objects, narratives, and spaces. Jina\u8217's work involves language translation, sourcing and mining content from material and digital archives, and experimental strategies for humanizing data-visualization. Her work with the archive is also informed by her work with Wikipedia--considering its organizational structure, collective content creation, and how metadata contributes to informational hierarchies (what\u8217's visible, what\u8217's accessible). Jina received her BFA from Carnegie Mellon University and her MFA from Stanford University.\par}

",,fishantena
Joanna Swafford,Swafford,Joanna,,Assistant Professor of English and Digital Humanities,SUNY New Paltz,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Joanna Swafford is the Assistant Professor for Interdisciplinary and Digital Teaching and Scholarship at SUNY New Paltz, specializing in Digital Humanities, Victorian Literature and Culture, Sound, and Gender Studies. Her articles have appeared or are forthcoming in {\i Debates in Digital Humanities}, {\i Journal of Interactive Technology and Pedagogy}, {\i Digital Sound Studies: A Provocation}, {\i Victorian Poetry}, and {\i Victorian Review}, and her book project, {\i Transgressive Tunes: The Politics of Sound in Victorian Poetry}, examines the gendered intermediations of music and poetry. She is the project director for {\field{\*\fldinst{HYPERLINK ""www.songsofthevictorians.com/""}}{\fldrslt{\ul
Songs of the Victorians
}}}
, {\field{\*\fldinst{HYPERLINK ""www.augmentednotes.com/""}}{\fldrslt{\ul
Augmented Notes
}}}
, and Sounding Poetry, and is the co-founder and coordinator of DASH (Digital Arts, Sciences, and Humanities) Lab at SUNY New Paltz. She is also Head of Pedagogical Initiatives for NINES.org (Networked Infrastructure for Nineteenth-Century Electronic Scholarship).\par}

",newpaltz.academia.edu/JoannaSwafford,annieswafford
Joe Gilbert,Gilbert,Joe,,Consultant,Scholars’ Lab at University of Virginia Library,,,"

",,joegilbert
John Murray,Murray,John,,,,,,"

",,
John Tolva,Tolva,John,,Senior Program Manager,IBM,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Tolva is the Senior Program Manager at IBM at their Chicago Innovation Center, where he leads up various initiatives including one which advises cities how to incorporate data analytics into planning and operations. In 2006 he was honored as one of \u8217'40 Under 40\u8217' in the business community by Crain\u8217's Chicago Business. Tolva received an MS in Information Design and Technology from Georgia Tech in 1998.\par}

",ascentstage.com,johntolva
Jonathan Auerbach,Auerbach,Jonathan,,Professor of English,University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 In addition to publishing a variety of articles on nineteenth and twentieth American literature and film, and editing a number of volumes, Jonathan Auerbach is the author of five books: {\i Weapons of Democracy: Propaganda, Progressivism, and American Public Opinion} (Johns Hopkins University Press, forthcoming 2015);{\i Dark Borders: Film Noir and American Citizenship} (Duke UP, 2011); {\i Body Shots: Early Cinema\u8217's Incarnations}(California, 2007); {\i Male Call: Becoming Jack London} (Duke UP, 1996); and {\i The Romance of Failure: First-Person Fictions of Poe, Hawthorne, and James} (Oxford UP, 1989)._x000D__x000D_ _x000D__x000D_ \u160?\par}

",english.umd.edu/profiles/jauerbach,
Jordan Boyd-Graber,Boyd-Graber,Jordan,,Assistant Professor,University of Maryland iSchool and University of Maryland Institute for Advanced Computer Studies,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Jordan Boyd-Graber} is an assistant professor in Maryland\u8217's iSchool and UMIACS, and a member of the Cloud Computing Center and the Computational Linguistics and Information Processing (CLIP) Lab. His research applies statistical models to natural language problems in ways that interact with humans, learn from humans, or help researchers understand humans. Jordan is an expert in the application of topic models, completely automatic tools that can discover structure and meaning in large, multilingual datasets. He is a contributor to the Natural Language Toolkit (NLTK), a popular tool used in natural language education research. Jordan received his PhD from Princeton University in 2010, advised by Dave Blei, and has bachelors degrees in history and computer science from the California Institute of Technology. He received a best student paper honorable mention at NIPS 2009 and a Computing Innovation Fellowship (declined). His current work is supported by NSF, IARPA, and ARL.\par}

",,boydgraber
Joseph JaJa,JaJa,Joseph,,,UMIACS,,,"

",,
Josh Shepperd,Shepperd,Josh,,Assistant Professor,Catholic University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Josh Shepperd is Assistant Professor of Media and Communication at Catholic University in Washington D.C. Josh serves as National Director of the Library of Congress\u8217's Radio Preservation Task Force, a digital humanities consortium of 150 professors and 400 archives, and is Convener of the Public Media Research Project, a collaboration with NPR. In 2017 Josh assumes the role of Sound History Fellow with the LC\u8217's National Recording Preservation Board. His organizing work has been featured by NPR Marketplace, The Atlantic Monthly, Poynter, C-Span, and CBS Radio._x000D__x000D_ _x000D__x000D_ Josh's book looks at the institutional origins of civic media in work conducted by the media reform movement, Office of Education, FCC, and commercial broadcasters during the New Deal. His research been supported by the Mellon Foundation, Rockefeller Archive, CLIR, and the Library of Congress.\par}

",mediastudies.cua.edu/faculty/profile-shepperd.cfm,joshshepperd
Joyce Ray,Ray,Joyce,,,IMLS,,,"

",,
Julia Flanders,Flanders,Julia,,Director of the Women Writers Project and Editor-in-chief of Digital Humanities Quarterly,Brown University Library,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Julia Flanders} is the Director of the Women Writers Project, \u160?part of the Center for Digital Scholarship in the Brown University Library. She is also editor-in-chief of Digital Humanities Quarterly, an online, peer-reviewed, open-access journal of digital humanities, and has served in a variety of positions within the Text Encoding Initiative, the Association for Computers and the Humanities, centerNet, and the Alliance of Digital Humanities Organizations. Her research focuses on text encoding, digital methods of scholarly communication, and the politics of labor in the digital academy.\par}

",,julia_flanders
Julie Meloni,Meloni,Julie,,Chief Architect of the Online Library Environent,University of Virginia,,,"

",,
Jurretta Jordan Heckscher,Jordan Heckscher,Jurretta,,,Library of Congress,,,"

",,
Kaiama Glover,Glover,Kaiama,,Associate Professor of French and Africana Studies, Barnard College,Editor,sx archipelagos,"{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_ _x000D__x000D_ Kaiama L. Glover\u160?is Associate Professor of French and Africana Studies at Barnard College, Columbia University. Having received a B.A. in French History and Literature and Afro-American Studies from Harvard University and a Ph.D. in French and Romance Philology from Columbia University, Professor Glover joined the Barnard College faculty in 2002. Her teaching and research interests include francophone literature, particularly that of Haiti and the French Antilles; colonialism and postcolonialism; and sub-Saharan francophone African cinema. She advises students in French, Africana Studies, Comparative Literature, and Human Rights. Her book,\u160?{\i Haiti Unbound: A Spiralist Challenge to the Postcolonial Canon}\u160?(Liverpool UP 2010), addresses the general issue of canon formation in the francophone Caribbean and the particular fate of the Haitian Spiralist authors vis-\u224?-vis this canon. She has published articles in\u160?{\i Public Culture},\u160?{\i The French Review},\u160?{\i French Forum},{\i \u160?Small Axe},\u160?{\i Research in African Literatures},\u160?{\i The Journal of Postcolonial Writings}, and\u160?{\i The Journal of Haitian Studies}, among others.\u160?_x000D__x000D_\par}
{\pard \ql \f0 \sa0 \li0 \fi0 She is the co-editor of ""New Narratives of Haiti,"" a special issue of\u160?{\i Transition}\u160?magazine; co-editor of ""Translating the Caribbean,"" a volume of critical essays on translation in the Americas published as a two-part special section of\u160?{\i Small Axe}; first editor of\u160?{\i Revisiting Marie Vieux Chauvet: Paradoxes of the Postcolonial Feminine}, a volume of critical essays published as a special issue of\u160?{\i Yale French Studies}; and co-editor of the forthcoming Duke University Press\u160?{\i Haiti Reader}. She has translated Frank\u233?tienne\u8217's\u160?{\i M\u251?r \u224? crever}\u160?(Ready to Burst), Ren\u233? Depestre's\u160?{\i Hadriana dans tous mes r\u234?ves}\u160?(Hadriana in All My Dreams), and Chauvet\u8217's\u160?{\i Danse sur le volcan}\u160?(Dance on the Volcano). She has been on the editorial board of the\u160?{\i Romanic Review\u160?}since 2002, on the editorial board of\u160?{\i Small Axe}\u160?since 2012, and since 2016 is the founding co-Editor of\u160?{\field{\*\fldinst{HYPERLINK ""smallaxe.net/sxarchipelagos/""}}{\fldrslt{\ul
sx archipelagos : a small axe platform for digital practice
}}}
\u160?and co-Director of the digital humanities project\u160?{\i In the Same Boats: Toward an Afro-Atlantic Intellectual Cartography}. She is currently completing a monograph concerning individualism, self-regard, and representations of womanhood in Caribbean prose fiction. Professor Glover has been the recipient of fellowships and awards from the Fulbright Foundation, the Mellon Foundation, The New York Public Library, the PEN/Heim Foundation, the National Endowment for the Arts, and the National Endowment for the Humanities, and she is a regular contributor to\u160?{\i The New York Times Book Review}. She has recently completed a monograph titled ""Disorderly Women: On Caribbean Community and the Ethics of Self-Regard.""\par}
{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_\par}

",barnard.edu/profiles/kaiama-l-glover,inthewhirld
Kari Kraus,Kraus,Kari,,Associate Professor,"iSchool, English Department",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kari Kraus is an associate professor in the College of Information Studies and the Department of English. Her research and teaching interests focus on new media and the digital humanities; textual scholarship, print culture, and the history of the book; digital preservation; game studies; transmedia storytelling; and speculative design.\par}

",karikraus.com,karikraus
Kate Murray,Murray,Kate,,Audiovisual Archivist,University of Maryland Libraries,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kate Murray is\u160?the Audiovisual Archivist at University of Maryland College Park Libraries. Before making the switch to audio and visual materials, Kate was the Collections Conservator for NYU Libraries. She is the immediate-past co-chair of the Association of Moving Image Archivists (AMIA) Preservation Committee and is a member of SMPTE, ARSC and AES. Kate received her undergraduate degree in Medieval Literature from Columbia University and her MLS from the University of Cape Town.\par}

",blogs.loc.gov/digitalpreservation/author/kmur,fileformatology
Kathleen Fitzpatrick,Fitzpatrick,Kathleen,,Media Studies,Pomona College,,,"

",,
Katie King,King,Katie,,,,,,"

",,
Katie Shilton,Shilton,Katie,,"Assistant Professor, College of Information Studies",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Katie Shilton}'s research focuses on ethics and policy for the design of information technologies, systems, and collections in the College of Information Studies at the University of Maryland. She received a B.A. from Oberlin College in 2003, a Master of Library and Information Science from UCLA in 2007, and a Ph.D. in Information Studies from UCLA in 2011. She teaches courses in information policy, information and technology ethics, and archival studies.\par}

",,
Kelsey Corlett-Rivera,Corlett-Rivera,Kelsey,,Head of the Research Commons,University of Maryland Libraries,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kelsey\u160?Corlett-Rivera is the head of the Research Commons and Librarian for the School of Languages, Literatures, and Cultures at the University of Maryland, where she is also Affiliate Associate Professor at the Maryland Institute for Technology in the Humanities. As Head, she is responsible for the majority of the University Libraries' initiatives targeting faculty members, graduate students, and researchers on campus. This includes campus partnership building, program development, and space planning, along with coordination among internal Library divisions providing services to this population.\u160?She is designer and editor of\u160?A Colony in Crisis, a digital history site featuring translated and curated French pamphlets from Saint Domingue.\u160?Kelsey\u160?has published in\u160?portal: Libraries and the Academy,\u160?sx archipelagos, and presented at\u160?ACRL, caribbean\u160?digital, and AADHum's\u160?African American History, Culture, and Digital Humanities Conference.\u160?Most recently, she published a book chapter entitled \u8220""Virtual Peer-Mentoring Programs\u8221"" in the well-received book The Globalized Library: American Academic Libraries and International Students, Collections, and Practices.\par}

",,kcorlett_rivera
Kenton Rambsy,Rambsy,Kenton,,Assistant Professor of English,"University of Texas, Arlington",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kenton Rambsy received his PhD (May 2015) and Masters in English (May 2012) from the University of Kansas. He is a 2010 Magna Cum-Laude, Phi Beta Kappa graduate of Morehouse College. He finished Morehouse as the top ranking scholar in the English department and received the distinction of being named the 2010 William Pickens Scholar. In 2008, he received a UNCF/Mellon-Mays Fellowship, and in 2009, he received Schomburg-Mellon Humanities Fellowship. Having served as a research assistant at both Vanderbilt University's Bishop Joseph Johnson Black Cultural Center in Nashville, Tennessee and Auburn Avenue Research Library on African American Culture and History in Atlanta, Georgia. From 2012- 2014, Kenton served as the Program Academic Committee chair for the Association for the Study of Life and African American History (ASALH). Kenton specializes in African American short stories, social geographies, and digital humanities) text-mining, topic modeling, and mapping softwares).\par}

",uta.edu/profiles/kenton%20-rambsy,krambsy
Kevin Bertram,Bertram,Kevin,,,Distributive Networks,,,"

",,
Kevin Hamilton,Hamilton,Kevin,,"Professor of New Media, College of Fine and Applied Arts","University of Illinois, Urbana-Champaign​",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kevin Hamilton is a Professor at the University of Illinois, Urbana-Champaign, where he holds appointments in the School of Art and Design and the program in Media and Cinema Studies, and serves as\u160?Senior Associate Dean in the College of Fine and Applied Arts. With a background in the arts, he has both exhibited and published scholarship on such topics as film\u8217's role in nuclear deterrence, bias in algorithmic systems, and histories of cybernetics. Kevin's administrative work lies largely in the realms of conflict transformation and infrastructure for interdisciplinary collaboration.\par}

",art.illinois.edu/index.php/people/48-kevin-hamilton,complexfields
Kim Gallon,Gallon,Kim,,Assistant Professor of History,Purdue University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Dr. Kim Gallon is an assistant professor of history at Purdue University. She is also the founder and director of the {\field{\*\fldinst{HYPERLINK ""blackpressresearchcollective.org""}}{\fldrslt{\ul
Black Press Research Collective
}}}
 and an ongoing visiting scholar at the Center for Africana Studies at Johns Hopkins University. Her research focuses on gender and sexuality in the early twentieth century black press. She is also the recipient of several major digital humanities grants to develop digital projects on the black press and create deeper connections between Africana/Black Studies and the digital humanities.\par}

",blackpressresearchcollective.org,BlackDigitalHum
Kimberlee Staking,Staking,Kimberlee,,,,,,"

",,
Kimberly Bain,Bain,Kimberly,,Ph.D. Candidate,Princeton University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kimberly Bain is a Ph.D. Candidate in English and Interdisciplinary Humanistic Study at Princeton University. Kimberly\u8217's most pressing intellectual interests include the history, theory, and philosophy of: diaspora, race, gender, postcolonialism, enslavement, flesh, environmental racism, resistance, embodiment, and subjection and subjecthood. Her dissertation, entitled \u8220""On Black Breath: A Theory and Praxis\u8221"", takes seriously the charge of \u8220""I can\u8217't breathe\u8221"" and considers breath as more than the mere metaphor\u8212-rather, as also a somatic and sociopolitical phenomenon that has resonances in the wake of enslavement to the contemporary moment._x000D__x000D_ _x000D__x000D_ Kimberly is affiliated with the American Studies Program, Department of African-American Studies, and the Center for Digital Humanities. More information about her current work can be found at kimbain.com.\par}

",,kgbain
Kimberly Christen-Withey,Christen-Withey,Kimberly,,Associate Professor of English,Washington State University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kimberly Christen-Withey is an Associate Professor and Associate Director of the Digital Technology and Culture program in the Department of English and Director of Digital Projects at the Plateau Center for American Indian Studies at Washington State University. Her work explores the intersections of cultural heritage, traditional knowledge, intellectual property rights, the ethics of openness, and the use of digital technologies in and by indigenous communities globally. She has worked in Tennant Creek, Northern Territory, Australia over the last decade with Warumungu community members on a range of projects including a book, an interactive website, and a community archive. Her collaborations with the Warumungu focused on alliance-making in cross-cultural projects. Her book,\u160?{\i Aboriginal Business: Alliances in a Remote Australian Town}\u160?was published in 2009 by the School of Advanced Research as part of their Global Indigenous Politics Series. Currently she is working on several digital humanities projects that explore the ethical and practical issues of openness and access in relation to indigenous cultural protocols and digital archives. She is the Director of both the\u160?{\field{\*\fldinst{HYPERLINK ""plateauportal.wsulibs.wsu.edu/""}}{\fldrslt{\ul
Plateau Peoples' Web Portal
}}}
, a collaboratively curated website of Plateau cultural materials and\u160?{\field{\*\fldinst{HYPERLINK ""www.mukurtu.org""}}{\fldrslt{\ul
Mukurtu CMS
}}}
: an open source indigenous content management system built around the particular needs of indigenous peoples globally. She is also the co-Director of\u160?{\field{\*\fldinst{HYPERLINK ""www.localcontexts.org""}}{\fldrslt{\ul
Local Contexts
}}}
, an educational platform for innovative traditional knowledge licensing systems.\par}

",,
Kishonna L Gray,L Gray,Kishonna,,"Martin Luther King Jr. Scholar and Visiting Professor of Comparative Media Studies and Women &amp; Gender Studies, Massachusetts Institute of Technology","Fellow, Berkman-Klein Center for Internet &amp; Society, Harvard University",Fellow,Berkman Klein Center for Internet & Society at Harvard University,"{\pard \ql \f0 \sa0 \li0 \fi0 Dr. Gray is visiting MIT as a MLK Scholar and Assistant Professor for the 2016-17 academic year. Additionally, she is a fellow at the Berkman-Klein Center for Internet & Society at Harvard University, and a Faculty Visitor at the Social Media Collective at Microsoft Research (Cambridge)._x000D__x000D_ _x000D__x000D_ Her work broadly intersects identity and digital media with a particular focus on video games and gaming culture. By examining game context and culture, her most recent book, {\i Race, Gender, & Deviance in Xbox Live,} examines the reality of women and people of color in one of the largest gaming communities._x000D__x000D_ _x000D__x000D_ Gray has published in a variety of outlets, both academic and public. Her work has been featured in the {\i Journal of Comparative Research in Anthropology and Sociology}, {\i ADA: A Journal of New Media and Technology}, the {\i Bulletin of Science, Technology, & Society}, the {\i New Review of Hypermedia and Multimedia}, and others.\par}

",kishonnagray.com,KishonnaGray
Kristin Carlson,Carlson,Kristin,,"Assistant Professor, Creative Technologies Program",Illinois State University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Kristin is an Assistant Professor in the Creative Technologies Program at Illinois State University, exploring the role that computation plays in embodied creative processes. She has a history of working in choreography, computational creativity, media performance, interactive art and design tools. Kristin is a researcher with the movingstories: Tools for Digital Movement, Meaning and Interaction research partnership exploring the cognition of movement experience and designing movement applications for creativity support tools. She holds a BFA in Dance from the University of Illinois at Urbana, Champaign, an MSc and PhD from Simon Fraser University in Interactive Arts and Technology, studying with Dr. Thecla Schiphorst and Dr. Philippe Pasquier. Kristin holds an AmSat certification in Alexander Technique and is finishing a certification in Laban Movement Analysis.\par}

",,kineticatat
Kyle Bickoff,Bickoff,Kyle,,PhD Candidate in English,University of Maryland,Winnemore Fellow,MITH,"{\pard \ql \f0 \sa0 \li0 \fi0 Kyle Bickoff is a PhD Candidate in English and the 2019 Winnemore Dissertation Fellow at MITH. His research sits at the intersection of critical information studies, the history of technology, and media studies. His dissertation follows the 20th century's tendency toward containerization, focusing on historical storage practices at libraries, museums, and archives to track how storage containers organize information and shape our knowledge systems.\par}

",,KyleBickoff
Laurie Allen,Allen,Laurie,,Assistant Director for Digital Scholarship,University of Pennsylvania Libraries,Research Director,Monument Lab​,"{\pard \ql \f0 \sa0 \li0 \fi0 _x000D__x000D_ _x000D__x000D_ Laurie Allen is the Director for Digital Scholarship at the University of Pennsylvania Libraries. She and her colleagues collaborate on new forms of scholarship to support campus-wide open access publishing, data curation & management, digital humanities, and mapping and geospatial data efforts. A native Philadelphia, she also serves as Research Director for Monument Lab, a public art and civic research project in Philadelphia. In late 2016, Allen and colleagues in the Penn Libraries helped start Data Refuge by teaming up with the Penn Program in Environmental Humanities in an effort to help protect copies of federal environmental and climate data.\u160? Before joining the Penn Libraries, Laurie was the Coordinator for Digital Scholarship and Research at Haverford College. She holds a Bachelor's degree in Philosophy from Bard College, and a Master's of Library and Information Science from Simmons College._x000D__x000D_ _x000D__x000D_\par}

",laurieallen.org,librlaurie
Leigh Wilson Smiley,Wilson Smiley,Leigh,,Associate Professor and Head of MFA in Performance,"University of Maryland School of Theatre, Dance, and Performance",,,"

",,
Leonardo Flores,Flores,Leonardo,,Professor and Chair of English,Appalachian State University,President,Electronic Literature Organization,"{\pard \ql \f0 \sa0 \li0 \fi0 Professor Leonardo Flores is Chair of the English Department at Appalachian State University. He taught at the English Department at University of Puerto Rico: Mayag\u252?ez Campus from 1994 to 2019. He is President of the Electronic Literature Organization. He was the 2012-2013 Fulbright Scholar in Digital Culture at the University of Bergen in Norway. His research areas are electronic literature and its preservation via criticism, documentation, and digital archives. He is the creator of a scholarly blogging project titled I \u9829? E-Poetry, co-editor of the Electronic Literature Collection, Volume 3, and has a Spanish language e-lit column in 80 Grados. He is currently co-editing the first Anthology of Latin American Electronic Literature. For more information on his current work, visit leonardoflores.net.\par}

",,leo_elo_ole
libi rose striegl,rose striegl,libi,,Artist and PhD Candidate,"University of Colorado, Boulder",,,"{\pard \ql \f0 \sa180 \li0 \fi0 Libi rose striegl is a PhD Candidate in the Intermedia Arts, Writing and Performance program at the University of Colorado at Boulder. She is interested in human - tech relationships and the balance between need and want, and her dissertation project is centered around the concept of convenience in technology as it relates to everything from environmental issues to digital security and privacy to obsolescence. In addition to her research she currently serves the Media Discovery and Learning Coordinator at the Media Archaeology Lab and the graduate artist in residence at the Blow Things Up Lab.\par}

",,
Linda Frueh,Frueh,Linda,,Regional Director ,Internet Archive,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Ms. Frueh is a Director at the Internet Archive, one of the world\u8217's largest online digital libraries. At the Archive she manages the development of large partnerships and collaborative projects, coordinates activities of the Open Content Alliance, and manages grant writing for large projects. Ms. Frueh\u160?joined the Archive after a sixteen-year career with technology companies in Silicon Valley. Her previous positions included Vice President for Corporate Business Development at Lexar Media, Inc., Vice President for Strategic Planning at Network General, Inc., and Corporate Planning Director at the Raychem Corporation. In these roles she led strategic planning activity, investments, mergers and acquisitions. She started her career on Wall Street with the First Boston Corporation. She holds an MBA from the Stanford Graduate School of Business (1987) and a BS in physics from MIT.\par}

",atelierfrueh.com,
Lisa Gitelman,Gitelman,Lisa,,,Catholic University,,,"

",,
